Headline 1,Headline 2
"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.","Council holds resolution to sell city-owned property on Itin Street for $3,755."
Council delays decision on sale of 23rd Ward property.,"Council approves $93,000 for new vehicles and equipment for the Office of Community Health and Safety."
City Council holds resolution on sale of 23rd Ward property for two weeks,"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety office"
"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.","Council holds resolution to transfer $33,292 from salaries to employee benefits for tuition reimbursement."
"Council places a two-week hold on a $33,292 tuition reimbursement for an employee.","Council approves $93,000 for new vehicles and equipment for the Office of Community Health and Safety."
"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety office","Council holds resolution to transfer $33,292 for tuition reimbursement for two weeks"
Council delays decision on agreement allowing community college students to train with city emergency medical services.,"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
Proposed EMS student training partnership with the community college is held in committee.,"Council approves $93,000 for new vehicles and equipment for the Office of Community Health and Safety."
Council holds decision on EMS student training agreement with Community College of Allegheny County,"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety office"
"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.",Council approves reduced Penn Avenue lighting grant for East Liberty business district enhancement project.
"Pittsburgh to accept $450,000 state grant for enhanced lighting in the East Liberty business district.","Council approves $93,000 for new vehicles and equipment for the Office of Community Health and Safety."
"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety office","Council approves reduced $450,000 grant for Penn Avenue Lighting project in East Liberty"
"Council approves additional $115,170 for Fort Pitt Park design services, bringing total cost to $415,170.","Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
"Council recommends an additional $115,170 for design work on Fort Pitt Park improvements.","Council approves $93,000 for new vehicles and equipment for the Office of Community Health and Safety."
"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR","Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety office"
"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.",Council approves easement agreements allowing Duquesne Light and Pittsburgh Water to install utility poles and maintain landscaping on city property at no cost.
Council committee recommends granting Duquesne Light and Pittsburgh Water use of city land for new utility equipment.,"Council approves $93,000 for new vehicles and equipment for the Office of Community Health and Safety."
"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety office",City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility installations and landscaping at no cost to the City
"Council approves $52,962 payment for one-year Pennsylvania Municipal League subscription.","Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
