Headline 1,Headline 2
Dek hockey games at Marmaduke Park will be live-streamed at no cost to the city.,City grants ALCOSAN underground land access for a major sewer project.
City Council approves agreement to live-stream dek hockey games at Marmaduke Park at no cost to the City,"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200"
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties.",Council approves transferring city property at 219 Reifert Street to Pittsburgh Land Bank for $1.
The Pittsburgh Land Bank will acquire a city property at 219 Reifert Street.,City grants ALCOSAN underground land access for a major sewer project.
Council approves Pittsburgh Land Bank acquisition of city property at 219 Reifert Street,"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200"
Council holds public hearing on bill to reduce minimum lot sizes for residential development.,"Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call."
Council hears conflicting public testimony on a bill to reduce minimum lot sizes for homes.,Council schedules hearing on aging public safety vehicles.
"Council schedules special meeting to address EMS, fire, and police fleet issues",Council holds public hearing and advances bill to reduce minimum lot sizes in residential zoning districts
"Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call.","Council holds resolution to sell city-owned property on Itin Street for $3,755."
Council holds proposed sale of Itin Street property for one week.,Council schedules hearing on aging public safety vehicles.
City Council holds resolution for sale of 23rd Ward property for one week,"Council schedules special meeting to address EMS, fire, and police fleet issues"
"Council holds resolution to transfer $33,292 for employee tuition reimbursement for six weeks.","Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call."
Council schedules hearing on aging public safety vehicles.,"$33,292 transfer for council staff tuition reimbursement is held for six weeks."
"Council schedules special meeting to address EMS, fire, and police fleet issues","City Council votes to hold $33,292 budget transfer for tuition reimbursement for six weeks"
"Council approves $40,000 contract with law firm for immigration legal services.","Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call."
"City approves $40,000 contract for immigration legal services.",Council schedules hearing on aging public safety vehicles.
