Headline 1,Headline 2
Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project,"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025"
Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.,"Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025."
"City Council approves $17,204 to renew flood control authority membership.",Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.
"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025",Council amends and holds zoning map changes for public hearing in Bakery Square area
"Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025.",Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.
Council holds vote on Downing Street steps agreement for six weeks.,"City Council approves $17,204 to renew flood control authority membership."
Council holds resolution on cooperation agreement for Downing Street steps for six weeks,"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025"
"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.","Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025."
"City Council approves $17,204 to renew flood control authority membership.","Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety."
"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025","Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety"
"Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000.","Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025."
"Council recommends an additional $382,000 for the Haverhill road and stormwater project.","City Council approves $17,204 to renew flood control authority membership."
"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025","Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77"
"Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025.",Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.
"City Council approves $17,204 to renew flood control authority membership.",City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.
Council approves agreement with PennDOT to share in-kind services at no cost to city,"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025"
Council approves post-agenda meetings to discuss Oakland Business Improvement District and Affordable Housing Bond.,Council approves agreement with Pittsburgh Downtown Partnership to improve Market Square at no cost to the City.
City Council authorizes a no-cost agreement with the Pittsburgh Downtown Partnership for Market Square improvements.,City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.
