Headline 1,Headline 2
Council approves expanding the residential permit parking area in the South Side Flats.,"City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims."
Council approves expansion of Residential Permit Parking Program Area KK in South Side Flats,"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms"
"Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room.",Council holds $1.5 million homeless shelter agreement with Auberle for five weeks due to federal approval delays.
"City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims.",City Council places a five-week hold on a $1.5 million contract with Auberle for shelter services.
Council holds resolution to fund non-congregate shelter services with Auberle for five weeks,"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms"
Council approves sewer plan for McKee Place apartment development after correcting zip code error.,"Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room."
Council committee recommends approval of a sewer plan for a new apartment building on McKee Place.,"City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims."
"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms",Council approves amended sewage plan revision for 296 McKee Place with corrected zip code
"Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room.",Council approves sewage plan revision for South Side townhome development at no cost to the city.
Council recommends a sewage plan update for a new townhome development on the South Side.,"City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims."
"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms",Council approves sewage plan revision for 215 South 21st Street development at no cost to city
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city-owned properties.","Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room."
"City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims.","City to grant ALCOSAN easements for underground tunnels in exchange for $8,200."
"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms","City Council approves easements for ALCOSAN tunnels on nine city-owned parcels for $8,200 payment"
"Council approves city's application for $250,000 state grant to fix Emerald View Trail.",Council holds resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.
Proposal for University of Pittsburgh to help with Oakland trash pickup delayed for one week.,A committee recommends a grant application for the Emerald View Trail following a discussion on improving public input for city projects.
